#OTU ID	magic.0040.S71.R1.001	magic.0112.S49.R1.001	magic.0134.S97.R1.001	magic.0317.S53.R1.001	magic.0020.S23.R1.001	magic.0402.S78.R1.001	magic.0232.S75.R1.001	magic.0315.S29.R1.001	magic.0435.S43.R1.001	magic.0018.S106.R1.001	magic.0124.S61.R1.001	magic.0150.S50.R1.001	magic.0532.S92.R1.001	magic.0030.S59.R1.001	magic.0079.S84.R1.001	magic.0013.S58.R1.001	magic.0132.S85.R1.001	magic.0316.S41.R1.001	magic.0374.S54.R1.001	magic.0001.S22.R1.001	magic.0243.S99.R1.001	magic.0173.S98.R1.001	magic.0542.S57.R1.001	magic.0146.S109.R1.001	magic.0100.S96.R1.001	magic.0537.S104.R1.001	magic.0156.S62.R1.001	magic.0244.S111.R1.001	magic.0456.S79.R1.001	magic.0339.S30.R1.001	magic.0053.S24.R1.001	magic.0367.S42.R1.001	magic.0016.S82.R1.001	magic.0164.S74.R1.001	magic.0231.S63.R1.001	magic.0551.S105.R1.001	magic.0048.S83.R1.001	magic.0331.S77.R1.001	magic.0440.S55.R1.001	magic.0004.S34.R1.001	magic.0531.S80.R1.001	magic.0179.S110.R1.001	magic.0526.S56.R1.001	magic.0539.S33.R1.001	magic.0075.S60.R1.001	magic.0149.S38.R1.001	magic.0242.S87.R1.001	magic.0514.S44.R1.001	magic.0246.S28.R1.001	magic.0017.S94.R1.001	magic.0078.S72.R1.001	magic.0011.S46.R1.001	magic.0109.S25.R1.001	magic.0131.S73.R1.001	magic.0552.S117.R1.001	magic.0465.S91.R1.001	magic.0015.S70.R1.001	magic.0527.S68.R1.001	magic.0021.S35.R1.001	magic.0063.S48.R1.001	magic.0396.S66.R1.001	magic.0337.S113.R1.001	magic.0471.S103.R1.001	magic.0428.S102.R1.001	magic.0547.S81.R1.001	magic.0287.S76.R1.001	magic.0272.S52.R1.001	magic.0148.S26.R1.001	magic.0110.S37.R1.001	magic.0050.S95.R1.001	magic.0307.S112.R1.001	magic.0170.S86.R1.001	magic.0268.S40.R1.001	magic.0417.S90.R1.001	magic.0300.S100.R1.001	magic.0538.S116.R1.001	magic.0334.S89.R1.001	magic.0290.S88.R1.001	magic.0541.S45.R1.001	magic.0278.S64.R1.001	magic.0335.S101.R1.001	magic.0059.S36.R1.001	magic.0549.S93.R1.001	magic.0217.S51.R1.001	magic.0543.S69.R1.001	magic.0322.S65.R1.001	magic.0433.S31.R1.001	magic.0429.S114.R1.001	magic.0473.S115.R1.001	magic.0189.S39.R1.001	magic.0028.S47.R1.001	magic.0101.S108.R1.001	magic.0185.S27.R1.001	magic.0484.S32.R1.001	Postive.Control.S107.R1.001	Blank.S67.R1.001
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Mediterranea;s__Mediterranea massiliensis	1	43	2	5	221	224	578	871	1692	0	650	1	338	296	171	631	4	499	375	2	551	0	0	207	104	922	6	28	0	2802	231	522	0	106	2	1	0	1	2	19	1117	0	299	84	1229	3	293	162	205	260	0	131	1	4	529	421	0	1	6182	4878	0	326	163	0	2	516	146	176	425	266	134	149	32	15	2	19	16	3	51	95	0	164	160	0	5	3	1	13	6	74	179	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae	0	0	0	0	0	0	0	0	1	0	2	0	1	1	4	1	0	2	42	0	0	0	0	0	0	85	0	0	1	72	0	0	0	0	0	0	0	0	0	1	71	0	1	3	1	0	18	0	0	0	0	31	0	0	8	10	0	0	1	15	0	0	0	0	1	3	1	0	0	13	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	1	2	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella viscericola;t__Barnesiella viscericola DSM 18177	0	4	2	0	7	1	2	701	8	0	262	0	226	81	47	358	0	9	30	0	627	0	0	5	12	20	0	24	0	215	3	405	0	0	0	0	0	0	0	0	72	0	201	61	8	1	464	107	51	10	0	22	0	1	457	491	0	1	241	294	0	176	2	0	0	139	18	71	3	18	19	0	1	1	0	2	1	2	9	4	0	5	66	0	1	1	1	0	2	8	11	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Coprobacter;s__Coprobacter fastidiosus;t__Coprobacter fastidiosus NSB1	1	0	0	0	35	20	136	55	119	0	97	0	300	33	24	37	0	0	38	0	25	0	0	5	110	121	2	6	0	126	79	38	0	11	0	0	0	1	1	1	52	0	438	20	419	0	150	40	7	139	0	29	0	0	24	207	0	5	55	100	0	23	17	0	0	15	4	28	111	55	15	108	0	0	0	0	1	0	58	3	0	37	10	0	2	2	0	0	30	0	4	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum intestinale	0	0	0	0	0	0	11	1	21	0	17	0	1	13	6	0	0	0	5	191	2	0	0	0	0	17	0	31	0	13	0	5	55	4	0	0	0	0	2	97	13	0	0	4	4	0	7	2	1	109	0	4	0	0	4	15	1	0	1	3	0	1	1	0	0	25	10	3	2	8	0	5	1	0	0	0	0	0	7	3	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Dysgonamonadaceae;g__Proteiniphilum;s__Proteiniphilum saccharofermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Dysgonamonadaceae;g__Dysgonomonas;s__Dysgonomonas gadei;t__Dysgonomonas gadei ATCC BAA-286	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Dysgonamonadaceae;g__Dysgonomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Culturomica;s__Culturomica massiliensis	0	38	0	1	19	0	146	151	67	0	17	1	112	24	1	230	1	6	31	0	0	0	3	0	1160	410	0	5	0	247	4	106	0	16	0	1	0	2	0	5	97	0	75	26	21	1	457	33	23	4041	0	395	0	0	181	582	1	0	546	669	0	47	1	0	0	82	8	19	4	307	160	3	51	5	0	0	1	0	2071	44	1	5	92	0	42	5	0	12	0	14	22	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas;s__Butyricimonas synergistica;t__Butyricimonas synergistica DSM 23225	0	0	0	0	1	0	4	35	7	0	19	0	11	8	3	22	0	0	0	0	6	0	0	0	2	116	0	0	0	0	2	17	0	6	0	0	0	0	1	0	0	0	9	3	0	0	0	4	1	2	0	157	0	0	3	0	0	0	0	0	0	8	0	0	0	0	2	3	3	133	11	0	1	0	0	0	1	0	0	2	0	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__Paraprevotella xylaniphila;t__Paraprevotella xylaniphila YIT 11841	0	11	0	0	1	4	10	108	37	0	103	0	87	38	18	66	0	38	21	1181	5	0	0	6	433	130	1	28	0	195	10	90	405	10	0	0	0	0	0	567	14	0	95	26	0	0	2	37	2	178	0	17	0	0	131	9	1	1	13	79	0	30	2	0	0	126	21	24	5	60	173	0	12	8	0	0	4	0	44	41	0	21	120	0	9	0	0	1	1	4	7	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter splanchnicus;t__Odoribacter splanchnicus DSM 20712	0	148	1	2	21	0	161	104	159	1	103	0	22	53	151	43	1	26	153	66	36	0	1	0	63	1578	1	8	0	529	28	181	23	238	0	1	0	2	16	73	195	0	27	74	76	1	743	36	44	197	0	590	1	0	581	866	0	1	568	513	0	74	70	0	3	205	549	138	41	556	187	44	21	3	0	2	15	2	67	71	0	19	142	0	16	3	0	3	6	9	19	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas circumdentaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Petrimonas;s__Petrimonas mucosa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	114	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	22	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	19	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas asaccharolytica;t__Porphyromonas asaccharolytica DSM 20707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	4	0	0	1	0	6	0	0	0	0	2	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	0	3	0	1	0	1	20	13	472	0	1	0	0	2	1	0	0	21	18	0	15	0	0	0	0	1	0	0	0	72	9	8	0	1	0	0	0	0	0	0	24	0	0	6	0	0	0	7	12	292	0	482	0	0	6	0	0	0	0	13	0	8	0	0	0	6	4	4	2	382	0	0	2	2	0	0	0	0	134	8	0	16	0	0	1	0	0	0	0	2	2	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis;t__Porphyromonas gingivalis ATCC 33277	0	0	0	0	2	0	1	1	0	0	1	0	0	1	1	0	0	0	2	0	16	0	0	0	0	0	0	0	0	10	1	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	26	29	0	0	0	0	0	0	5	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas levii;t__Porphyromonas levii DSM 23370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	1	2	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas somerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__Alloprevotella tannerae;t__Alloprevotella tannerae ATCC 51259	0	2	0	0	0	0	10	3	197	0	0	0	0	0	2	0	0	32	0	0	1	0	0	0	0	0	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	40	0	13	0	0	4	0	0	0	1	0	0	1	0	0	0	3	0	0	4	15	0	0	0	0	0	0	0	0	5	4	0	21	0	0	0	0	0	1	0	7	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__Alloprevotella rava;t__Alloprevotella rava F0323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella timonensis;t__Prevotella timonensis 4401737 = DSM 22865 = JCM 15640	0	1	3	0	0	0	5	1	6	1	8	0	0	13	2	1	0	35	0	1	23	0	1	0	8	0	0	0	0	3	7	0	0	0	0	0	0	0	0	1	1	0	1	8	3	0	10	2	37	1094	0	1638	0	0	7	4	0	0	6	14	0	0	6	0	0	12	0	2	9	1322	0	0	2	62	0	1	0	0	582	15	0	11	4	0	7	0	0	0	0	4	9	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	0	0	0	0	2	0	0	486	0	0	1	0	1	1	0	1	0	0	36	0	0	0	0	0	0	0	0	54	0	61	1	395	0	0	0	0	0	1	0	2	58	0	0	7	16	1	0	84	10	0	0	45	0	0	127	0	0	0	11	24	0	45	15	0	0	2	26	1	2	40	0	0	1	0	0	0	4	1	0	14	0	1	3	0	4	0	0	4	0	2	17	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0	10	8	6	82	519	402	14	1371	2	5	0	1	48	1	2	2	5	504	8	61	0	0	474	972	1123	1	52	1	1670	135	8	0	2	3	0	1	2	1	0	2157	1	3	54	496	1	8	19	259	31	0	2558	0	1	825	21	1	3	1406	1324	0	3	578	0	8	8	24	5	224	2010	469	16	18	86	0	12	20	0	24	158	0	87	56	1	2	7	1	12	24	6	46	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bergensis;t__Prevotella bergensis DSM 17361	0	0	1	0	0	0	5	0	2	0	3	0	0	0	1	0	0	2	17	0	0	0	0	0	0	47	0	0	0	25	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	10	0	0	1	0	0	0	0	1	0	0	0	0	0	14	0	0	0	0	4	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella albensis;t__Prevotella albensis DSM 11370 = JCM 12258	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella baroniae;t__Prevotella baroniae DSM 16972 = JCM 13447	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella amnii;t__Prevotella amnii DSM 23384 = JCM 14753	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bivia;t__Prevotella bivia DSM 20514	0	0	105	0	0	0	95	68	40	0	20	0	0	8	2	0	65	3	2	0	0	0	0	1	8	0	0	13	0	21	0	67	0	0	0	0	0	0	0	0	1	0	0	0	0	0	27	27	1	295	0	47	0	0	11	0	8	0	3	7	0	40	0	0	0	0	1	30	0	50	1	0	0	24	0	0	0	0	84	0	0	0	0	0	13	0	0	0	66	4	7	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella buccae;t__Prevotella buccae ATCC 33574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella brevis;t__Prevotella brevis ATCC 19188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella maculosa;t__Prevotella maculosa DSM 19339 = JCM 15638	0	0	0	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella ihumii	0	0	1	0	0	0	2	0	3	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11	0	33	0	0	3	0	0	0	0	0	0	0	40	0	0	0	53	0	0	31	0	0	0	100	0	0	1	0	23	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella dentalis;t__Prevotella dentalis DSM 3688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella corporis;t__Prevotella corporis DSM 18810 = JCM 8529	0	0	1	0	0	0	0	0	0	0	0	0	16	0	0	0	1	1	7	0	1	0	0	0	0	1	0	0	0	25	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	1	1	0	5	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	13	0	1	30	0	0	0	0	7	1	0	0	12	0	2	0	0	0	2	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella fusca;t__Prevotella fusca JCM 17724	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4	2	0	0	0	0	0	0	0	0	0	13	0	10	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella denticola;t__Prevotella denticola F0289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella enoeca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella intermedia;t__Prevotella intermedia ATCC 25611 = DSM 20706	0	0	0	0	1	0	11	0	7	0	4	0	0	1	2	2	1	1	3	0	2	0	0	0	0	0	0	0	0	26	0	0	0	8	0	0	0	0	0	0	11	0	0	0	3	0	1	0	5	1	0	3	0	0	8	7	0	0	55	84	0	0	1	0	0	1	28	17	0	9	0	3	1	11	0	0	0	0	1	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella nanceiensis;t__Prevotella nanceiensis DSM 19126 = JCM 15639	0	3	2	22	24	746	67	0	144	1	0	0	0	2	0	1	0	0	3	0	537	0	0	752	0	0	4	0	0	20	88	0	0	0	0	1	0	0	0	1	6	0	0	51	360	0	9	0	1	0	0	1	0	1	498	0	0	0	58	42	0	0	0	0	0	0	0	0	131	3	0	4	0	3	0	0	1	0	1	0	0	27	0	0	0	4	0	0	0	13	1	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella multisaccharivorax;t__Prevotella multisaccharivorax DSM 17128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella marshii;t__Prevotella marshii DSM 16973 = JCM 13450	0	0	0	0	0	0	1	0	1	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
